disease_to_gene_occurrences,disease_to_gene_pub_counts,disease_to_int_to_gen_occurrences,disease_to_int_to_gene_pubs,disease_symtpoms_gene_related_to,disease_symtpoms_gene_related_to_count,unique_symptoms_count,gene_to_symptoms_pub_counts,gene_edges_out
1,0,7,0,"['FAILURE TO THRIVE', 'ATROPHIC SKIN', 'HYPERKERATOSIS', 'ERYTHEMA', 'HYPOPIGMENTED SKIN PATCHES', 'ALOPECIA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA']",8,8,1,647
1,0,46,0,"['EPILEPSY', 'EPILEPSY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'SQUINT', 'NEUROPATHY']",8,5,3,402
1,0,87,0,"['DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'HEARING LOSS, SENSORINEURAL', 'CRYPTORCHIDISM', 'BEAUTY MARK', 'DELAYED BONE AGE', 'CROSS-EYED', 'CANCER OF SKIN PIGMENT CELLS', 'DRY SKIN', 'FRECKLING', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",15,12,92,2501
1,0,24,0,"['CRYPTORCHIDISM', 'PTERYGIA', 'MALIGNANT MELANOMA', 'ATAXIA']",4,4,0,643
1,0,90,0,"['ABSENT OR DECREASED DEEP TENDON REFLEXES', 'NEUROPATHY', 'FEVER', 'FEVER', 'PERIPHERAL NEUROPATHY', 'PERIPHERAL NEUROPATHY', 'NEUROPATHY', 'MALIGNANT MELANOMA', 'CATARACT', 'PAPILLOMA']",10,7,29,1918
1,0,14,0,"['HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'CATARACT', 'CATARACT', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'CATARACT', 'MALIGNANT MELANOMA']",7,4,4,1065
1,0,18,0,"['DECREASED BODY HEIGHT', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED TESTICULAR SIZE', 'EPILEPSY', 'ATAXIA']",6,6,0,513
1,0,5,0,"['ARTHRALGIA', 'ABNORMAL URINARY AMINO-ACID FINDINGS', 'FAILURE TO THRIVE', 'NEUROPATHY', 'MALIGNANT MELANOMA']",5,5,570,678
1,0,30,0,"['HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'CATARACT', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",9,6,4,2467
1,0,12,0,"['NEUROPATHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'NEUROPATHY', 'NEUROPATHY', 'NEUROPATHY', 'NEUROPATHY', 'CATARACT', 'ATAXIA', 'ATAXIA', 'PERIPHERAL NEUROPATHY', 'MALIGNANT MELANOMA']",14,8,973,3146
1,0,38,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'ATAXIA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",12,12,0,630
1,0,84,0,"['DEVELOPMENTAL REGRESSION', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'HYPERMELANOTIC MACULE', 'NEUROPATHY', 'ATAXIA', 'PAPILLOMA', 'TELANGIECTASIA']",9,9,0,1010
1,0,94,0,"['DEVELOPMENTAL REGRESSION', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'HYPERMELANOTIC MACULE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA', 'PAPILLOMA']",10,9,5,1206
1,0,21,0,"['FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'ABNORMAL URINARY AMINO-ACID FINDINGS', 'MALIGNANT MELANOMA', 'NEUROPATHY']",5,4,1,530
1,0,13,0,"['EPILEPSY', 'MALIGNANT MELANOMA']",2,2,0,376
1,0,77,0,"['CROSS-EYED', 'CROSS-EYED', 'EPILEPSY', 'EPILEPSY', 'CEREBRAL CORTEX ATROPHY', 'CEREBRAL CORTEX ATROPHY', 'ABNORMAL EEG', 'ABNORMAL EEG', 'INTELLECTUAL DISABILITY, PROGRESSIVE', 'INTELLECTUAL DISABILITY, PROGRESSIVE', 'ABNORMALLY SMALL CRANIUM', 'ATAXIA', 'PAPILLOMA', 'PAPILLOMA', 'SQUINT', 'MALIGNANT MELANOMA']",16,10,47,1523
1,0,77,0,"['DEVELOPMENTAL REGRESSION', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'HYPERMELANOTIC MACULE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'TELANGIECTASIA', 'PAPILLOMA']",10,9,5,1387
1,0,59,0,"['FATIGUE', 'MALIGNANT MELANOMA']",2,2,0,2284
1,0,32,0,"['DELAYED BONE AGE', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'CROSS-EYED', 'CONGENITAL DEAFNESS', 'ENTROPION', 'MALIGNANT MELANOMA', 'ATAXIA']",9,9,6,956
1,0,38,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'CONGENITAL DEAFNESS', 'CONGENITAL DEAFNESS', 'CROSS-EYED', 'CROSS-EYED', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'DECREASED ACTIVITY OF GONADS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'MALIGNANT MELANOMA', 'ATAXIA']",16,11,15,651
1,0,7,0,"['NEUROPATHY', 'ABNORMAL URINARY AMINO-ACID FINDINGS', 'ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",7,5,1,1893
1,0,27,0,"['NEUROPATHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'MALIGNANT MELANOMA']",4,4,34,618
1,0,33,0,"['DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'DELAYED BONE AGE', 'ABNORMAL EEG', 'ABNORMAL DENTITION', 'ABNORMALITY OF COGNITION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ATAXIA', 'NEUROPATHY']",12,11,0,712
1,0,76,0,"['ERYTHEMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PTERYGIUM', 'PTERYGIUM', 'PTERYGIUM', 'TELANGIECTASIA', 'ATAXIA']",11,5,12,2138
1,0,24,0,"['DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'CROSS-EYED', 'ABNORMAL DENTITION', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'PERIPHERAL NEUROPATHY', 'TELANGIECTASIA', 'ALOPECIA']",11,11,5,1645
1,0,5,0,"['FAILURE TO THRIVE', 'DECREASED BODY HEIGHT', 'PAPILLOMA', 'CATARACT']",4,4,0,513
1,0,15,0,"['HEARING LOSS, SENSORINEURAL', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERKERATOSIS', 'CONGENITAL DEAFNESS', 'HYPERMELANOTIC MACULE', 'MACULE', 'ATAXIA', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",9,9,6,2915
1,0,127,221,"['FATIGUE', 'FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'FATIGUE', 'PTERYGIUM', 'PTERYGIUM', 'ATAXIA', 'TELANGIECTASIA']",16,7,29,5151
1,0,58,0,"['ARTHRALGIA', 'ALOPECIA', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA', 'NEUROPATHY']",8,7,1,1557
1,0,3,0,"['EPILEPSY', 'CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'SQUINT', 'ATAXIA']",7,7,0,561
1,0,17,0,"['CONGENITAL DEAFNESS', 'CONGENITAL DEAFNESS', 'CONGENITAL DEAFNESS', 'THIN SKIN', 'THIN SKIN', 'THIN SKIN', 'FEVER', 'FEVER', 'DECREASED BODY HEIGHT', 'FATIGUE', 'ERYTHEMA', 'ABNORMALITY OF COGNITION', 'TELANGIECTASIA', 'PTERYGIUM', 'CATARACT']",15,10,101,1241
1,0,15,0,"['CROSS-EYED', 'CONJUNCTIVAL TELANGIECTASES', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'ATAXIA', 'SQUINT']",5,5,4,471
1,0,17,0,"['CATARACT', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'SQUINT', 'ATAXIA']",9,9,0,801
1,0,69,0,"['CONGENITAL DEAFNESS', 'CONGENITAL DEAFNESS', 'FAILURE TO THRIVE', 'ABNORMAL EEG', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'ATAXIA', 'EPILEPSY', 'FEVER', 'CATARACT', 'SHORT STATURE', 'NEUROPATHY', 'NEUROPATHY', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'ERYTHEMA', 'TELANGIECTASIA']",19,15,20,9079
1,0,30,0,"['INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'DRY SKIN', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'ABNORMALLY SMALL CRANIUM', 'NEUROPATHY', 'CATARACT', 'ATAXIA']",11,10,1,569
1,0,30,0,"['CATARACT', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'CATARACT']",4,3,2,1846
1,0,3,0,"['FLAT, DISCOLORED AREA OF SKIN', 'ERYTHEMA', 'CATARACT', 'ATAXIA', 'ALOPECIA', 'NEUROPATHY']",6,6,0,356
1,0,89,0,"['DECREASED ACTIVITY OF GONADS', 'ABNORMALITY OF COGNITION', 'ALOPECIA', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",10,9,2,729
1,0,35,0,"['EPILEPSY', 'FLAT, DISCOLORED AREA OF SKIN', 'FATIGUE', 'ABNORMALITY OF COGNITION', 'FEVER', 'OPTIC ATROPHY', 'MACULE', 'ATAXIA', 'TELANGIECTASIA']",9,9,69,1506
1,0,9,0,"['POIKILODERMA', 'POIKILODERMA', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'BLEPHARITIS', 'FLAT, DISCOLORED AREA OF SKIN', 'ABNORMAL TISSUE MASS', 'ABNORMAL DENTITION', 'TELANGIECTASIA OF THE SKIN', 'ALOPECIA', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'CATARACT', 'NEUROPATHY', 'TELANGIECTASIA', 'ENTROPION', 'ECTROPION']",18,16,8,365
1,0,18,0,"['DECREASED BODY HEIGHT', 'ARTHRALGIA', 'DIFFUSELY THICKENED SKIN', 'PTERYGIA', 'HYPERMELANOTIC MACULE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PTERYGIUM', 'CATARACT', 'NEUROPATHY', 'HEARING IMPAIRMENT', 'TELANGIECTASIA', 'ATAXIA']",18,13,32,7392
1,0,6,0,"['ATROPHIC SKIN', 'CUTANEOUS PHOTOSENSITIVITY', 'HYPERKERATOSIS', 'ERYTHEMA', 'POIKILODERMA', 'ECTROPION', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ECTROPION', 'ALOPECIA']",11,9,0,411
1,0,138,194,"['ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,5,0,921
1,0,38,0,"['ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'OPTIC ATROPHY', 'FAILURE TO THRIVE', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",12,11,1,1017
1,0,3,0,"['FAILURE TO THRIVE', 'PAPILLOMA', 'MALIGNANT MELANOMA']",3,3,11,469
1,0,15,0,"['EPILEPSY', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA']",3,3,0,584
1,0,27,0,"['HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'CROSS-EYED', 'CROSS-EYED', 'OPTIC ATROPHY', 'OPTIC ATROPHY', 'EPILEPSY', 'EPILEPSY', 'ATAXIA', 'ATAXIA', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'CEREBRAL CORTEX ATROPHY', 'CEREBRAL CORTEX ATROPHY', 'SQUINT', 'MALIGNANT MELANOMA']",16,9,7,683
1,0,26,0,"['HEARING LOSS, SENSORINEURAL', 'CATARACT', 'MALIGNANT MELANOMA']",3,3,0,998
1,0,95,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'DELAYED BONE AGE', 'DELAYED BONE AGE', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",12,8,4,1009
1,0,15,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'ABNORMAL EEG', 'CROSS-EYED', 'ABNORMAL DENTITION', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'ATAXIA', 'CATARACT', 'NEUROPATHY']",13,12,1,506
1,0,6,0,"['FAILURE TO THRIVE', 'ATROPHIC SKIN', 'HYPERKERATOSIS', 'HYPOPIGMENTED SKIN PATCHES', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ECTROPION', 'ATAXIA']",8,7,0,682
1,0,36,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'FEVER', 'CONGENITAL DEAFNESS', 'CATARACT', 'MALIGNANT MELANOMA', 'ATAXIA', 'SQUINT']",12,10,3,622
1,0,48,0,"['FLAT, DISCOLORED AREA OF SKIN', 'ARTHRALGIA', 'ERYTHEMA', 'HYPERMELANOTIC MACULE', 'FEVER', 'FEVER', 'NEUROPATHY', 'NEUROPATHY', 'CATARACT']",9,7,3,1785
1,0,7,0,"['DRY SKIN', 'OPTIC ATROPHY', 'ALOPECIA', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",10,7,2,636
1,0,111,150,"['FAILURE TO THRIVE', 'NEUROPATHY', 'ARTHRALGIA', 'FATIGUE', 'DECREASED ACTIVITY OF GONADS', 'FEVER', 'ALOPECIA', 'CUTANEOUS TELANGIECTASIA', 'CATARACT', 'ATAXIA']",10,10,486,1918
0,0,195,255,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'ATAXIA', 'PTERYGIUM']",8,5,15,616
0,0,163,181,"['DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE']",3,2,1,525
0,0,145,208,"['CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'OPTIC ATROPHY', 'CATARACT', 'ATAXIA', 'MALIGNANT MELANOMA']",6,6,0,779
0,0,144,241,"['ABNORMALITY OF COGNITION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM']",2,2,0,921
0,0,144,185,"['CRYPTORCHIDISM', 'CROSS-EYED', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'BEAUTY MARK', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",9,7,2,715
0,0,140,199,"['CROSS-EYED', 'DIFFUSELY THICKENED SKIN', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'EPILEPSY']",5,5,0,432
0,0,133,161,"['TELANGIECTASIA OF THE SKIN', 'ABNORMAL TISSUE MASS', 'CONGENITAL DEAFNESS', 'PAPILLOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA', 'TELANGIECTASIA']",10,7,3,1052
0,0,131,158,"['CROSS-EYED', 'CRYPTORCHIDISM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'CATARACT', 'BEAUTY MARK', 'CATARACT', 'MALIGNANT MELANOMA']",8,7,0,770
0,0,129,102,"['ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,4,7,788
0,0,126,175,"['HEARING LOSS, SENSORINEURAL', 'DECREASED ACTIVITY OF GONADS', 'OPTIC ATROPHY', 'CATARACT', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ATAXIA', 'MALIGNANT MELANOMA']",7,7,0,608
0,0,113,125,"['ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'DIFFUSELY THICKENED SKIN', 'CRYPTORCHIDISM', 'ATAXIA', 'ATAXIA', 'CATARACT']",7,6,0,828
0,0,111,100,"['ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'NEUROPATHY', 'ATAXIA']",4,4,0,910
0,0,105,146,"['DECREASED BODY HEIGHT', 'ATAXIA', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'ABNORMALLY SMALL CRANIUM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'CUTANEOUS TELANGIECTASIA', 'ATAXIA']",7,6,23,521
0,0,102,163,"['HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'CATARACT', 'CATARACT', 'DELAYED BONE AGE', 'DELAYED BONE AGE', 'THIN SKIN', 'ABNORMAL DENTITION', 'ALOPECIA', 'DECREASED BODY HEIGHT', 'FATIGUE', 'FEVER', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",16,12,95,1989
3,3,6,0,['NEUROPATHY'],1,1,0,1192
3,2,98,0,['MALIGNANT MELANOMA'],1,1,0,509
2,1,414,669,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'TELANGIECTASIA', 'ATAXIA']",7,4,7,3503
2,0,31,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",4,2,1,557
2,1,5,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,1,257
2,0,62,0,['ATAXIA'],1,1,0,482
2,0,13,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,515
2,0,123,388,"['FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'ALOPECIA', 'ATAXIA', 'ATAXIA', 'PTERYGIUM', 'HYPERKERATOSIS', 'TELANGIECTASIA']",15,8,32,7400
2,0,40,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'ALOPECIA']",8,3,4,4482
2,0,13,0,"['TELANGIECTASIA', 'CATARACT', 'MALIGNANT MELANOMA', 'ATAXIA']",4,4,0,322
2,1,79,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'FEVER', 'FEVER', 'CATARACT', 'CATARACT', 'ATAXIA', 'NEUROPATHY']",9,5,15,7641
2,1,75,0,"['FATIGUE', 'FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",5,4,5,1216
2,0,25,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",4,3,1,1144
2,0,73,0,"['SQUINT', 'NEUROPATHY', 'MALIGNANT MELANOMA']",3,3,0,541
2,0,57,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",4,3,0,826
2,0,22,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'ALOPECIA']",4,3,2,782
2,1,48,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,704
2,1,70,0,"['MALIGNANT MELANOMA', 'ATAXIA']",2,2,0,2027
2,0,9,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",3,2,0,857
2,1,5,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'FATIGUE', 'FATIGUE', 'FATIGUE', 'FEVER', 'FEVER', 'FEVER', 'PERIPHERAL NEUROPATHY', 'PERIPHERAL NEUROPATHY', 'ERYTHEMA', 'ARTHRALGIA', 'NEUROPATHY', 'NEUROPATHY', 'TELANGIECTASIA', 'ATAXIA']",23,9,106,7673
2,1,18,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'NEUROPATHY', 'FEVER', 'ATAXIA', 'TELANGIECTASIA', 'PAPILLOMA']",10,6,10,2356
2,1,262,488,"['PAPILLOMA', 'PAPILLOMA', 'PAPILLOMA', 'ALOPECIA', 'ALOPECIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'PERIPHERAL NEUROPATHY', 'HEARING IMPAIRMENT', 'CATARACT', 'PTERYGIUM', 'HYPERKERATOSIS', 'NEUROPATHY', 'ATAXIA', 'TELANGIECTASIA']",22,11,36,9004
2,0,101,207,"['MALIGNANT MELANOMA', 'TELANGIECTASIA']",2,2,0,713
2,0,20,0,"['ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",3,2,0,460
2,1,123,167,['MALIGNANT MELANOMA'],1,1,0,1161
2,1,56,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA', 'ALOPECIA']",5,4,1,613
2,0,273,367,"['ATAXIA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",3,3,0,656
2,1,18,0,['MALIGNANT MELANOMA'],1,1,0,642
1,1,0,0,['PAPILLOMA'],1,1,0,515
1,1,59,0,['MALIGNANT MELANOMA'],1,1,0,932
1,1,68,0,"['ATAXIA', 'MALIGNANT MELANOMA', 'CATARACT']",3,3,1,1524
1,1,8,0,['MALIGNANT MELANOMA'],1,1,0,598
1,1,11,0,"['MALIGNANT MELANOMA', 'NEUROPATHY']",2,2,0,2605
1,1,9,0,"['FEVER', 'CATARACT']",2,2,1,447
1,2,0,0,"['ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,2,4,3129
1,2,0,0,"['ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,2,4,3327
1,2,0,0,"['ATAXIA', 'ATAXIA', 'MALIGNANT MELANOMA']",3,2,4,3079
1,1,1,0,"['FEVER', 'FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ERYTHEMA', 'ATAXIA']",6,4,5,1878
1,0,8,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY']",3,2,3,381
1,0,21,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'HYPERKERATOSIS', 'ATAXIA']",9,3,7,3770
1,0,9,0,"['NEUROPATHY', 'ATAXIA']",2,2,0,393
1,0,3,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA']",3,2,0,267
1,0,30,0,"['FEVER', 'FEVER', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA']",8,3,8,5178
1,0,0,0,['MALIGNANT MELANOMA'],1,1,0,377
1,0,0,0,"['MALIGNANT MELANOMA', 'PTERYGIUM']",2,2,0,321
1,0,0,0,['MALIGNANT MELANOMA'],1,1,0,290
1,0,13,0,"['MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA']",4,3,3,1519
1,0,0,0,['MALIGNANT MELANOMA'],1,1,0,124
1,0,0,0,['MALIGNANT MELANOMA'],1,1,0,119
