,bioprocess_count
C1151130,1
C1154458,1
C1156914,1
C1159343,1
C1523813,1
C1523816,1
C1153463,1
C1383082,1
CORTISOL BIOSYNTHESIS,1
PERISTALSIS,1
ENERGY PATHWAYS,1
CELLULAR PIGMENTATION,1
REGULATION OF GLYCOGEN METABOLIC PROCESS,1
REGULATION OF CORTICOSTERONE SECRETION,1
C1150979,1
POSITIVE REGULATION OF GM-CSF BIOSYNTHESIS,1
POSITIVE REGULATION OF T-HELPER 1 CELL DEVELOPMENT,1
GLIA PROLIFERATION,1
BONE REGENERATION,1
MESENCHYMAL STEM CELL PROLIFERATION,1
BRANCHIOMERIC SKELETAL MUSCLE DEVELOPMENT,1
DIAPHRAGM DEVELOPMENT,1
C1371315,1
C1373140,1
BLOOD VESSEL MATURATION,1
INTRAMEMBRANOUS BONE OSSIFICATION,1
BONE TRABECULA BIOGENESIS,1
VASOPRESSIN SECRETION,1
SUPEROXIDE ANION GENERATION,1
EOSINOPHIL MIGRATION,1
DIACYLGLYCEROL ANABOLISM,1
CELL COMMUNICATION,1
ADHERENS JUNCTION ORGANISATION,1
RNA PHOSPHODIESTER BOND HYDROLYSIS,1
RESPONSE TO FRUCTOSE,1
RESPONSE TO MANGANESE,1
RESPONSE TO LITHIUM ION,1
LIPOXYGENASE PATHWAY,1
POSITIVE REGULATION OF SYNAPTIC PLASTICITY,1
"DOWN REGULATION OF SYNAPTIC TRANSMISSION, DOPAMINERGIC",1
NAD BIOSYNTHESIS VIA NICOTINAMIDE RIBOSIDE SALVAGE PATHWAY,1
LONG-CHAIN FATTY ACID ANABOLISM,1
DOWN REGULATION OF SMOOTH MUSCLE CONTRACTION,1
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,1
BROWN ADIPOCYTE CELL DIFFERENTIATION,1
CELLULAR RESPONSE TO LEAD ION,1
CELLULAR RESPONSE TO ADENOSINE 5'-TRIPHOSPHATE,1
CELLULAR RESPONSE TO NON-IONIC OSMOTIC STRESS,1
POSITIVE REGULATION OF FIBROBLAST GROWTH FACTOR PRODUCTION,1
POSITIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR PRODUCTION,1
DOWN REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OSMOTIC STRESS,1
C1152855,1
C1159504,1
REGULATION OF TELOMERE LENGTH,1
DNA DOUBLE-STRAND BREAK PROCESSING,1
PRE-B CELL ALLELIC EXCLUSION,1
GENE CONVERSION WITH RECIPROCAL CROSSOVER,1
MALE MEIOSIS,1
FEMALE MEIOSIS,1
HISTONE PHOSPHORYLATION,1
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE,1
PEPTIDYL-SERINE AUTOPHOSPHORYLATION,1
LIPOPROTEIN BREAKDOWN,1
"POSITIVE REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR",1
MEIOTIC TELOMERE CLUSTERING,1
HISTONE MRNA CATABOLIC PROCESS,1
CELLULAR RESPONSE TO X-RAY,1
CELLULAR RESPONSE TO NITROSATIVE STRESS,1
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G2 DNA DAMAGE CHECKPOINT,1
ESTABLISHMENT OF RNA LOCALISATION TO TELOMERE,1
ESTABLISHMENT OF MACROMOLECULAR COMPLEX LOCALISATION TO TELOMERE,1
POSITIVE REGULATION OF DNA BREAKDOWN,1
DOWN REGULATION OF TELOMERE CAPPING,1
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING,1
ACTIVATION OF TERT-TERC COMPLEX ASSEMBLY,1
REGULATION OF CELLULAR RESPONSE TO GAMMA RADIATION,1
CELL CYCLE G1/S PHASE TRANSITION,1
RE-ENTRY INTO MITOTIC CELL CYCLE,1
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY INVOLVED IN G2/M TRANSITION OF MITOTIC CELL CYCLE,1
POSITIVE REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,1
MITOTIC CELL CYCLE PHASE TRANSITION,1
NEGATIVE REGULATION OF CELL CYCLE ARREST,1
RESPONSE TO WATER,1
SEED GERMINATION,1
MESONEPHROS DEVELOPMENT,1
RENIN-ANGIOTENSIN CONTROL OF ALDOSTERONE PRODUCTION,1
REGULATION OF MAP KINASE CASCADE,1
"RESPONSE TO 3',5' CGMP",1
C1151648,1
C1156970,1
C1158226,1
C1159425,1
SULFATE TRANSPORT,1
CARBOHYDRATE MEMBRANE TRANSPORT,1
POSITIVE REGULATION OF NEUTROPHIL APOPTOTIC PROCESS,1
REGULATION OF CLATHRIN COATED PIT-DEPENDENT ENDOCYTOSIS,1
C1154556,1
C1323309,1
C1516337,1
RESPONSE TO ETHENE STIMULUS,1
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION,1
DOWN REGULATION OF MAST CELL APOPTOSIS,1
POSITIVE REGULATION OF MAST CELL PROLIFERATION,1
ACTIVATION OF HAEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,1
POSITIVE REGULATION OF HEMATOPOIETIC STEM CELL PROLIFERATION,1
DC HOMEOSTASIS,1
RESPONSE TO SILICA,1
"REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, SLEEP",1
C1512666,1
C1327210,1
B-1 B CELL DEVELOPMENT,1
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY,1
REGULATION OF B CELL RECEPTOR SIGNALING PATHWAY,1
REGULATION OF B CELL ACTIVATION,1
RESPONSE TO BUTYRATE,1
POSITIVE REGULATION OF IL-16 PRODUCTION,1
GRANULOCYTE MIGRATION,1
POSITIVE REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 1 PRODUCTION,1
PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY,1
B CELL NEGATIVE SELECTION,1
B CELL HOMEOSTATIC PROLIFERATION,1
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS BY CYTOCHROME C,1
ESTABLISHMENT OR MAINTENANCE OF TRANSMEMBRANE ELECTROCHEMICAL GRADIENT,1
HYPOTHALAMUS DEVELOPMENT,1
ENDOPLASMIC RETICULUM CALCIUM ION CONCENTRATION REDUCTION,1
RELEASE OF MATRIX ENZYMES FROM MITOCHONDRIA,1
REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,1
CELLULAR RESPONSE TO UNFOLDED PROTEIN,1
MITOCHONDRIAL FISSION DURING APOPTOSIS,1
DEVELOPMENT OF SECONDARY SEXUAL CHARACTERISTICS,1
"PROGRAMMED CELL DEATH, RETINA CELLS",1
POSITIVE REGULATION OF DEVELOPMENTAL PIGMENTATION,1
SPERMATID CELL DIFFERENTIATION,1
POST-EMBRYONIC CAMERA-STYLE EYE MORPHOGENESIS,1
RESPONSE TO AXON INJURY,1
SERTOLI CELL PROLIFERATION,1
POSITIVE REGULATION OF APOPTOTIC PROCESS INVOLVED IN MAMMARY GLAND INVOLUTION,1
IMMATURE T CELL APOPTOSIS,1
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY,1
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION,1
APOPTOTIC CELL DEATH INVOLVED IN PATTERNING OF BLOOD VESSELS,1
APOPTOTIC CELL DEATH INVOLVED IN EMBRYONIC DIGIT MORPHOGENESIS,1
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN PROGRAMMED NECROTIC CELL DEATH,1
ACTIVATION OF INOSITOL-REQUIRING TRANSMEMBRANE KINASE/ENDONUCLEASE SIGNAL TRANSDUCTION,1
B CELL RECEPTOR APOPTOTIC SIGNALING PATHWAY,1
C1326297,1
C1149321,1
NEGATIVE REGULATION OF TRANSCRIPTION BY COMPETITIVE PROMOTER BINDING,1
HYPOPHYSIS DEVELOPMENT,1
POSITIVE REGULATION OF TGF-B3 PRODUCTION,1
SECRETORY GRANULE ORGANISATION,1
RESPONSE TO GLUCAGON,1
CHEMOTAXIS TO ARACHIDONIC ACID,1
CELLULAR RESPONSE TO PDGF STIMULUS,1
REGULATION OF FIBROBLAST PROLIFERATION,1
POSITIVE REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT,1
REGULATION OF GLIAL CELL PROLIFERATION,1
LUNG SACCULAR DEVELOPMENT,1
MEMBRANOUS PNEUMOCYTE DIFFERENTIATION,1
CELLULAR RESPONSE TO ZINC,1
CELLULAR RESPONSE TO FATTY ACID,1
RESPONSE TO L-GLUTAMATE,1
C1150055,1
C1155275,1
C1326386,1
TRANSEPITHELIAL TRANSPORT,1
ANGIOTENSIN MEDIATED CONTROL OF RENAL OUTPUT,1
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I,1
POSITIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,1
POSTTRANSCRIPTIONAL REGULATION OF GENE EXPRESSION,1
REGULATION OF SMOOTH MUSCLE CELL MIGRATION,1
MONONUCLEAR CELL PROLIFERATION,1
PEPTIDE BREAKDOWN,1
ARACHIDONIC ACID SECRETION,1
REGULATION OF ANGIOTENSIN METABOLIC PROCESS,1
BONE MARROW CELL PROLIFERATION,1
POSITIVE REGULATION OF PEPTIDYL-CYSTEINE S-NITROSYLATION,1
C1152138,1
C1152302,1
C1152810,1
RESPONSE TO HYDROPEROXIDE,1
SNRNA TRANSCRIPTION BY RNA POLYMERASE II,1
POSITIVE REGULATION OF HYDROGEN SULFIDE ANABOLISM,1
SHADE AVOIDANCE,1
ORGANIC CATION TRANSPORT,1
RESPONSE TO AUXIN,1
SALICYLIC ACID-DEPENDENT SYSTEMIC RESISTANCE,1
NODAL SIGNALING,1
TRANS-TRANSLATION,1
RIBOSOMAL SMALL SUBUNIT ASSEMBLY,1
CYTOPLASMIC TRANSLATION,1
C1152638,1
C1149173,1
CHEMOSENSORY PERCEPTION,1
CELL PROLIFERATION IN HINDBRAIN,1
COMPLEMENT COMPONENT C5A SIGNALING PATHWAY,1
PRESYNAPSE DEVELOPMENT,1
POSITIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1
CYTOKINE ANABOLISM,1
"CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL LINEAGE COMMITMENT",1
TOLERANCE INDUCTION TO SELF ANTIGEN,1
REGULATION OF T CELL ANERGY,1
POSITIVE REGULATION OF T CELL ANERGY,1
POSITIVE REGULATION OF PERIPHERAL T CELL TOLERANCE INDUCTION,1
DOWN REGULATION OF HISTONE DEACETYLATION,1
DOWN REGULATION OF INTERLEUKIN-4 PRODUCTION,1
DOWN REGULATION OF INTERLEUKIN-5 PRODUCTION,1
CREB INHIBITOR,1
"POSITIVE REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DEVELOPMENT",1
DOWN REGULATION OF CYTOKINE BIOSYNTHETIC PROCESS,1
DOWN REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES,1
REGULATION OF CLASS SWITCH RECOMBINATION TO IGG ISOTYPES,1
DOWN REGULATION OF CYTOKINE SECRETION,1
GO:0051186,1
PHOSPHOLIPID HOMEOSTASIS,1
XANTHOPHYLL CYCLE,1
METHANE METABOLIC PROCESS,1
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS,1
PROPANOATE METABOLIC PROCESS,1
DICARBOXYLATE METABOLIC PROCESS,1
POLYAMINE ANABOLISM,1
D-GLUTAMATE METABOLIC PROCESS,1
FORMALDEHYDE METABOLIC PROCESS,1
SULFUR AMINO ACID METABOLIC PROCESS,1
ALPHA-GLYCEROPHOSPHATE PATHWAY,1
UNSATURATED FATTY ACID METABOLIC PROCESS,1
REGULATION OF MEMBRANE POTENTIAL,1
PHOTOINHIBITION,1
AMINO ACID AND DERIVATIVE METABOLISM,1
MYOFIBRIL ASSEMBLY,1
ACTIN FILAMENT NUCLEATION,1
MINUS-END ACTIN FILAMENT CAPPING ACTIVITY,1
REGULATION OF T CELL CYTOKINE PRODUCTION,1
POSITIVE REGULATION OF T-HELPER 1 TYPE IMMUNE RESPONSE,1
ADENYLATE CYCLASE INHIBITOR,1
MONOCYTE EXTRAVASATION,1
T-HELPER 17 CELL CHEMOTAXIS,1
DOWN REGULATION OF EOSINOPHIL DEGRANULATION,1
LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,1
POSITIVE REGULATION OF IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES,1
INFLAMMATORY RESPONSE TO WOUNDING,1
POSITIVE REGULATION OF LEUKOCYTE TETHERING OR ROLLING,1
MACROPHAGE MIGRATION,1
POSITIVE REGULATION OF IMMATURE T CELL MIGRATION,1
POSITIVE REGULATION OF MONOCYTE EXTRAVASATION,1
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL EXTRAVASATION",1
POSITIVE REGULATION OF ASTROCYTE CHEMOTAXIS,1
C1160630,1
MENARCHE,1
RESPONSE TO AROMATASE INHIBITOR,1
MRNA METHYLATION,1
ESTROGEN ANABOLISM,1
DNA PROTECTION,1
DETERMINATION OF LEFT/RIGHT ASYMMETRY,1
HAIR CELL DIFFERENTIATION,1
DELTOID TUBEROSITY DEVELOPMENT,1
CAMERA-TYPE EYE DEVELOPMENT,1
GROWTH HORMONE SECRETING CELL DIFFERENTIATION,1
EPSILON-ACIDOPHIL DIFFERENTIATION,1
CELL PROLIFERATION INVOLVED IN OUTFLOW TRACT MORPHOGENESIS,1
LEFT-RIGHT AXIS SPECIFICATION,1
C1511668,1
DOWN REGULATION OF CELL-MATRIX ADHESION,1
POSITIVE REGULATION OF RNA SPLICING,1
CELL SPREADING DURING CELL SUBSTRATE ADHESION,1
REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY,1
REGULATION OF STRESS FIBER ASSEMBLY,1
C1160087,1
STEROID METABOLIC PROCESS,1
MITRAL VALVE MORPHOGENESIS,1
ENDOCARDIAL CUSHION MORPHOGENESIS,1
REGULATION OF BONE MINERALIZATION,1
NEGATIVE REGULATION OF HISTONE PHOSPHORYLATION,1
EMBRYONIC FORELIMB MORPHOGENESIS,1
EMBRYONIC HINDLIMB MORPHOGENESIS,1
NEGATIVE REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1
EMBRYONIC CRANIAL SKELETON MORPHOGENESIS,1
CRANIAL SUTURE MORPHOGENESIS,1
EMBRYONIC CAMERA-TYPE EYE FORMATION,1
NEGATIVE REGULATION OF MITOCHONDRIAL UNCOUPLING PROTEIN ACTIVITY,1
NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR,1
CELL PROLIFERATION INVOLVED IN HEART VALVE DEVELOPMENT,1
POSITIVE REGULATION OF ENDOCARDIAL CUSHION TO MESENCHYMAL TRANSITION INVOLVED IN HEART VALVE FORMATION,1
B-1 B CELL HOMEOSTASIS,1
CARDIAC LOOPING,1
CARDIAC VENTRICLE MORPHOGENESIS,1
RESPONSE TO MUSCLE ACTIVITY,1
AXON TRANSPORT OF MITOCHONDRIA,1
NEURAL FOLD ELEVATION FORMATION,1
OXYGEN HOMEOSTASIS,1
REGULATION OF TGF-B2 PRODUCTION,1
COLLAGEN METABOLIC PROCESS,1
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS,1
MUSCLE CELL CELLULAR HOMEOSTASIS,1
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN MAMMARY GLAND ALVEOLUS DEVELOPMENT,1
RETINA VASCULATURE DEVELOPMENT IN CAMERA-TYPE EYE,1
POSITIVE REGULATION OF CHEMOKINE-MEDIATED SIGNALING PATHWAY,1
DOWN REGULATION OF THYMOCYTE APOPTOSIS,1
DOWN REGULATION OF NEURON APOPTOSIS IN RESPONSE TO OXIDATIVE STRESS,1
ACTIVATION OF MITOCHONDRION DEGRADATION,1
REGULATION OF AEROBIC RESPIRATION,1
NEGATIVE REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS,1
C1149785,1
DOWN REGULATION OF T CELL MEDIATED CYTOTOXICITY,1
POSITIVE REGULATION OF T CELL MEDIATED APOPTOSIS,1
DOWN REGULATION OF CYTOKINE MEDIATED SIGNALING PATHWAY,1
ANTIBODY BIOSYNTHESIS,1
NEGATIVE REGULATION OF CELL ADHESION INVOLVED IN SUBSTRATE-BOUND CELL MIGRATION,1
PLASMA MEMBRANE RAFT DISTRIBUTION,1
POSITIVE THYMIC T CELL SELECTION,1
POSITIVE REGULATION OF GAMMA-DELTA T CELL DEVELOPMENT,1
STEM CELL DEVELOPMENT,1
REGULATION OF PHAGOCYTOSIS,1
POSITIVE REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALLING PATHWAY,1
CALCIUM ION (CA2+) MOBILIZATION,1
REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY,1
NEGATIVE REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY,1
POSITIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE (PHOSPHOTYROSINE) ACTIVITY,1
DN2 THYMOCYTE DIFFERENTIATION,1
POSITIVE REGULATION OF FC GAMMA RECEPTOR-DEPENDENT PHAGOCYTOSIS,1
POSITIVE REGULATION OF STEM CELL PROLIFERATION,1
BETA SELECTION,1
FEVER GENERATION,1
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY,1
NEGATIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT,1
SMOOTH MUSCLE ADAPTATION,1
HYALURONAN ANABOLISM,1
POSITIVE REGULATION OF MYOSIN LIGHT CHAIN KINASE ACTIVITY,1
DOWN REGULATION OF MAPK ACTIVITY,1
DOWN REGULATION OF LIPID METABOLIC PROCESS,1
POSITIVE REGULATION OF COMPLEMENT ACTIVATION,1
HOST REGULATION OF ANTIVIRAL RESPONSE,1
DOWN REGULATION OF SYNAPTIC TRANSMISSION,1
POSITIVE REGULATION OF LIPID BREAKDOWN,1
POSITIVE REGULATION OF CELL ADHESION MOLECULE PRODUCTION,1
DOWN REGULATION OF ADIPONECTIN SECRETION,1
CELLULAR RESPONSE TO ORGANIC SUBSTANCE,1
POSITIVE REGULATION OF RNA ANABOLISM,1
REGULATION OF IL-5 PRODUCTION,1
C-C MOTIF CHEMOKINE 11 PRODUCTION,1
MICROGLIAL CELL ACTIVATION DURING IMMUNE RESPONSE,1
DOWN REGULATION OF LEUKOCYTE MIGRATION,1
DOWN REGULATION OF T-HELPER 1 TYPE IMMUNE RESPONSE,1
POSITIVE REGULATION OF CELLULAR DEFENCE RESPONSE,1
POSITIVE REGULATION OF IL-5 PRODUCTION,1
DOWN REGULATION OF IMMUNOGLOBULIN SECRETION,1
NEGATIVE REGULATION OF MACROPHAGE PROLIFERATION,1
LEADING EDGE CELL DIFFERENTIATION,1
DOWN REGULATION OF DNA BINDING,1
CELLULAR RESPONSE TO K+ ION DEPRIVATION,1
DOWN REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS,1
C1150175,1
C1156395,1
REGULATION OF ESTROGEN RECEPTOR SIGNALING PATHWAY,1
REGULATION OF TLR SIGNALING PATHWAY,1
MULLERIAN TRACT DEVELOPMENT,1
PROSTATE EPITHELIAL CORD ELONGATION,1
PROSTATE EPITHELIAL CORD ARBORIZATION INVOLVED IN PROSTATE GLANDULAR ACINUS MORPHOGENESIS,1
REGULATION OF BRANCHING INVOLVED IN PROSTATE GLAND MORPHOGENESIS,1
MAMMARY GLAND BRANCHING INVOLVED IN PREGNANCY,1
EPITHELIAL CELL PROLIFERATION INVOLVED IN MAMMARY GLAND DUCT ELONGATION,1
PROTEIN LOCALISATION TO CHROMATIN,1
CALCIUM IMPORT INTO CYTOSOL,1
HEMATOPOIETIC STEM CELL HOMEOSTASIS,1
DOWN REGULATION OF CELLULAR EXTRAVASATION,1
SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,1
REGULATION OF VASCULAR PERMEABILITY,1
DOWN REGULATION OF NEUTROPHIL DEGRANULATION,1
CELL POPULATION HOMEOSTASIS,1
NEUROMUSCULAR PROCESS CONTROLLING BALANCE,1
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,1
REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS,1
NEGATIVE REGULATION OF RESPIRATORY BURST,1
DOWN-REGULATION OF BLOOD VESSEL REMODELING,1
INTRACELLULAR MEMBRANE TRANSLOCATION OF A PROTEIN,1
ORGAN SYSTEM PROCESS,1
ESTRADIOL SECRETION,1
GLYCOLATE METABOLIC PROCESS,1
POSITIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS,1
SATELLITE CELL COMPARTMENT SELF-RENEWAL INVOLVED IN SKELETAL MUSCLE REGENERATION,1
MYOTUBE CELL DEVELOPMENT,1
NEGATIVE REGULATION OF OOCYTE DEVELOPMENT,1
DOWN REGULATION OF BETA-AMYLOID FORMATION,1
POSITIVE REGULATION OF TROPHECTODERM CELL PROLIFERATION,1
DOWN REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS,1
C1156817,1
C1160365,1
REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING BY SIRNA,1
PHOTOMORPHOGENESIS,1
ETIOLATION,1
LACTATE SECRETION,1
SEEDLING DEVELOPMENT,1
TRAF SIGNALING,1
REGULATION OF TELOMERE MAINTENANCE,1
DOWN REGULATION OF STRESS-ACTIVATED MAPK CASCADE,1
DNA-PROTEIN COMPLEX DISASSEMBLY,1
FIBROBLAST APOPTOTIC PROCESS,1
DOWN REGULATION OF MONOCYTE DIFFERENTIATION,1
DOWN REGULATION OF CELL DIVISION,1
POSITIVE REGULATION OF METANEPHRIC CAP MESENCHYMAL CELL PROLIFERATION,1
REGULATION OF SOMATIC STEM CELL POPULATION MAINTENANCE,1
POSITIVE REGULATION OF DNA METHYLATION,1
POSITIVE REGULATION OF CELLULAR DNA DAMAGE RESPONSE,1
C1160701,1
C1522992,1
C1150347,1
C1148552,1
CEREBELLAR CORTEX FORMATION,1
PLATELET EXTRUSION,1
MICROVILLUS ORGANISATION,1
ABORTIVE MITOSIS,1
ATRIOVENTRICULAR CANAL DEVELOPMENT,1
REGULATION OF PROTEIN COMPLEX ASSEMBLY,1
MULTICELLULAR ORGANISMAL REPRODUCTIVE PROCESS,1
GENITAL DEVELOPMENT,1
INNER EAR DEVELOPMENT,1
DOWN REGULATION OF CORTISOL SECRETION,1
NEGATIVE REGULATION OF GROWTH HORMONE SECRETION,1
REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY,1
INTESTINAL EPITHELIAL CELL MIGRATION,1
RESPONSE TO LIPOTEICHOIC ACID,1
POSITIVE REGULATION OF FRIZZLED SIGNALING PATHWAY,1
CENTRAL NERVOUS SYSTEM MYELIN FORMATION,1
POSITIVE REGULATION OF IL-18 PRODUCTION,1
TLR2 SIGNALING PATHWAY,1
DETECTION OF TRIACYL BACTERIAL LIPOPEPTIDE,1
DETECTION OF DIACYL BACTERIAL LIPOPEPTIDE,1
NITRIC OXIDE METABOLIC PROCESS,1
DOWN REGULATION OF SYNAPSE ASSEMBLY,1
CELLULAR RESPONSE TO BACTERIAL LIPOPEPTIDE,1
C1157991,1
C1523243,1
C1523245,1
C1514525,1
C1155883,1
PHYSIOLOGICAL RESPONSE TO STIMULUS,1
CILIOGENESIS,1
PROTEIN LOCALIZATION TO CILIUM,1
"CD8-POSITIVE, ALPHA-BETA T CELL DEVELOPMENT",1
REGULATION OF INNATE IMMUNE RESPONSE,1
"REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL PROLIFERATION",1
C1156521,1
C1157733,1
RESPONSE TO TEMOZOLOMIDE,1
MALATE ASPARTATE SHUTTLE,1
ORGANIC ACID METABOLIC PROCESS,1
L-SERINE BREAKDOWN,1
THREONINE BREAKDOWN,1
ISOLEUCINE ANABOLISM,1
L-THREONINE BREAKDOWN TO GLYCINE,1
PYRUVATE ANABOLISM,1
SISTER CHROMATID SEGREGATION,1
MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION,1
METANEPHROS DEVELOPMENT,1
BEHAVIORAL FEAR RESPONSE,1
MELANIN METABOLIC PROCESS,1
INDUCTION OF APOPTOSIS BY OXIDATIVE STRESS,1
NEGATIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1
REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS,1
MESENCHYMAL CELL DEVELOPMENT,1
COCHLEAR NUCLEUS DEVELOPMENT,1
GLAND MORPHOGENESIS,1
DOWN REGULATION OF OSSIFICATION,1
HAIR FOLLICLE MORPHOGENESIS,1
GLOMERULAR DEVELOPMENT,1
DOWN REGULATION OF CELLULAR PH REDUCTION,1
DOWN REGULATION OF OSTEOBLAST PROLIFERATION,1
POSITIVE REGULATION OF CATALYTIC ACTIVITY,1
"CD8-POSITIVE, ALPHA-BETA T CELL FATE COMMITMENT",1
REGULATION OF VIRAL GENOME REPLICATION,1
DOWN REGULATION OF RETINAL PROGRAMMED CELL DEATH,1
POSITIVE REGULATION OF SKELETAL MUSCLE FIBER DEVELOPMENT,1
PIGMENT GRANULE ORGANISATION,1
DOWN REGULATION OF MITOCHONDRIAL DEPOLARIZATION,1
REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1
IMMATURE T CELL MIGRATION,1
MICROTUBULE CYTOSKELETON ORGANISATION,1
ANAEROBIC GLYCOLYSIS,1
KILLING OF CELLS OF ANOTHER ORGANISM,1
CYSTEINE TO CYSTEINE NITROSYLATION,1
ACTIVATION BY ORGANISM OF APOPTOTIC PROGRAMMED CELL DEATH IN OTHER ORGANISM DURING SYMBIOTIC INTERACTION,1
CANONICAL GLYCOLYSIS,1
POSITIVE REGULATION OF UBIQUITIN TRANSFERASE ACTIVITY,1
STOMATAL CLOSURE,1
STOMIUM DEVELOPMENT,1
BREATHING,1
LIGHT ACCLIMATIZATION,1
METHANE BIOSYNTHESIS,1
POSITIVE REGULATION OF HYDROGEN PEROXIDE BIOSYNTHESIS,1
POSITIVE REGULATION OF NECROTIC CELL DEATH,1
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,1
C1149348,1
C1372255,1
IL-4-MEDIATED SIGNALING PATHWAY,1
MAMMARY GLAND MORPHOGENESIS,1
CELLULAR RESPONSE TO REACTIVE NITROGEN SPECIES,1
C1149736,1
C1157268,1
C1158404,1
C1326463,1
C1148621,1
LIPID RAFT POLARIZATION,1
POSITIVE REGULATION OF MYELOID DENDRITIC CELL ACTIVATION,1
C1154447,1
C1157156,1
C1158513,1
C1323306,1
C1156589,1
C1149933,1
C1159717,1
LIPOPROTEIN LOCALIZATION,1
2-KETOGLUTARATE METABOLIC PROCESS,1
L-PHENYLALANINE BREAKDOWN,1
TYROSINE BREAKDOWN,1
ANABOLISM,1
MERCURIC SENSITIVITY/RESISTANCE,1
C1151456,1
C1155076,1
C1373026,1
DOWN REGULATION OF TROPHOBLAST CELL MIGRATION,1
DOWN REGULATION OF METALLOPEPTIDASE ACTIVITY,1
REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY,1
C1148632,1
C1148930,1
C1155789,1
C1159982,1
C1160321,1
C1323639,1
C1371409,1
C1325166,1
C1158659,1
PHAGOSOME MATURATION,1
TRANSPORT OF VIRUS,1
