,bioprocess_count
GENERATION OF NEURONS,1
REGULATION OF CALCIUM-MEDIATED SIGNALING,1
PROTEIN POLYMER BIOSYNTHESIS,1
AXON DEVELOPMENT,1
MICROTUBULE PLUS-END-DIRECTED ORGANELLE LOCALIZATION,1
REGULATION OF MITOCHONDRIAL DIVISION,1
NEGATIVE REGULATION OF MITOCHONDRIAL DIVISION,1
REGULATION OF LONG TERM DEPRESSION,1
POSITIVE REGULATION OF PROTEIN LOCALISATION TO SYNAPSE,1
DOWN REGULATION OF ESTABLISHMENT OF PROTEIN LOCALISATION TO MITOCHONDRION,1
POSITIVE REGULATION OF CELLULAR PROTEIN LOCALISATION,1
"POSITIVE REGULATION OF 1,2-DIACYLGLYCEROL KINASE (PHOSPHORYLATING)",1
CELLULAR RESPONSE TO BDNF STIMULUS,1
REGULATION OF CELLULAR DNA DAMAGE RESPONSE,1
DOWN REGULATION OF T CELL MEDIATED CYTOTOXICITY,1
DOWN REGULATION OF CYTOKINE MEDIATED SIGNALING PATHWAY,1
ANTIBODY BIOSYNTHESIS,1
NEGATIVE REGULATION OF CELL ADHESION INVOLVED IN SUBSTRATE-BOUND CELL MIGRATION,1
DOWN REGULATION OF PROTEIN AMINO ACID AUTOPHOSPHORYLATION,1
PLASMA MEMBRANE RAFT DISTRIBUTION,1
POSITIVE THYMIC T CELL SELECTION,1
STEM CELL DEVELOPMENT,1
POSITIVE REGULATION OF ANTIGEN RECEPTOR MEDIATED SIGNALLING PATHWAY,1
CALCIUM ION (CA2+) MOBILIZATION,1
REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY,1
NEGATIVE REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY,1
POSITIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE (PHOSPHOTYROSINE) ACTIVITY,1
DN2 THYMOCYTE DIFFERENTIATION,1
POSITIVE REGULATION OF FC GAMMA RECEPTOR-DEPENDENT PHAGOCYTOSIS,1
POSITIVE REGULATION OF STEM CELL PROLIFERATION,1
C1157056,1
C1523942,1
C1156668,1
C1150675,1
REGULATION OF CELLULAR KETONE METABOLIC PROCESS,1
REGULATION OF FATTY ACID METABOLIC PROCESS,1
POSITIVE REGULATION OF FATTY ACID BETA-OXIDATION,1
BEHAVIORAL RESPONSE TO NICOTINE,1
LIPOPROTEIN METABOLIC PROCESS,1
STEROID HORMONE MEDIATED SIGNALING PATHWAY,1
NEGATIVE REGULATION OF CELL GROWTH INVOLVED IN CARDIAC MUSCLE CELL DEVELOPMENT,1
ENAMEL FORMATION,1
POSITIVE REGULATION OF NEUTROPHIL APOPTOTIC PROCESS,1
REGULATION OF CLATHRIN COATED PIT-DEPENDENT ENDOCYTOSIS,1
CELL ADHESION RECEPTOR INHIBITOR ACTIVITY,1
PROSTANOID ANABOLISM,1
RESPONSE TO FRUCTOSE,1
RESPONSE TO MANGANESE,1
RESPONSE TO LITHIUM ION,1
LIPOXYGENASE PATHWAY,1
POSITIVE REGULATION OF SYNAPTIC PLASTICITY,1
"DOWN REGULATION OF SYNAPTIC TRANSMISSION, DOPAMINERGIC",1
NAD BIOSYNTHESIS VIA NICOTINAMIDE RIBOSIDE SALVAGE PATHWAY,1
HAIR CYCLE,1
LONG-CHAIN FATTY ACID ANABOLISM,1
DOWN REGULATION OF SMOOTH MUSCLE CONTRACTION,1
BROWN ADIPOCYTE CELL DIFFERENTIATION,1
CELLULAR RESPONSE TO LEAD ION,1
CELLULAR RESPONSE TO NON-IONIC OSMOTIC STRESS,1
POSITIVE REGULATION OF FIBROBLAST GROWTH FACTOR PRODUCTION,1
POSITIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR PRODUCTION,1
C1155839,1
C1317175,1
RE-ENTRY INTO MITOTIC CELL CYCLE,1
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY INVOLVED IN G2/M TRANSITION OF MITOTIC CELL CYCLE,1
POSITIVE REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION,1
MITOTIC CELL CYCLE PHASE TRANSITION,1
C1159719,1
C1323325,1
LYMPH VESSEL DEVELOPMENT,1
SEROTONIN RELEASE BY PLATELET,1
REGULATION OF PLATELET ACTIVATION,1
REGULATION OF SUPEROXIDE ANION GENERATION,1
COLLAGEN-ACTIVATED RTK SIGNALING PATHWAY,1
IL-3-MEDIATED SIGNALING PATHWAY,1
REGULATION OF NEUTROPHIL DEGRANULATION,1
CELLULAR RESPONSE TO FUNGUS ASSOCIATED MOLECULE,1
REGULATION OF ARACHIDONIC ACID SECRETION,1
C1148621,1
INNER MITOCHONDRIAL MEMBRANE ORGANISATION,1
IRON-SULFUR CLUSTER ASSEMBLY,1
REGULATION OF ERYTHROCYTE DIFFERENTIATION,1
DOWN REGULATION OF ERYTHROCYTE DIFFERENTIATION,1
DOWN REGULATION OF HAEMATOPOIETIC STEM CELL DIFFERENTIATION,1
GO:0042228,1
MOTOR LEARNING,1
SUCROSE METABOLIC PROCESS,1
PROTEIN AMINO ACID GERANYLGERANYLATION,1
RAD,1
LYMPHOCYTE MIGRATION,1
B CELL MEDIATED IMMUNITY,1
RELEASE FROM VIRAL LATENCY,1
PROTEIN MATURATION,1
AUXIN ANABOLISM,1
PHOSPHOLIPID ANABOLISM,1
SEX DIFFERENTIATION,1
VITAMIN B6 METABOLIC PROCESS,1
ANTHOCYANIN ANABOLISM,1
PRIMARY METABOLIC PROCESS,1
DNA-DEPENDENT VIRAL DNA REPLICATION,1
DOSAGE COMPENSATION,1
"CHROMOSOME ORGANIZATION, TELOMERIC",1
VITAMIN ANABOLISM,1
LINOLEIC ACID METABOLIC PROCESS,1
PROTEIN AMINO ACID GLYCOSYLATION,1
LACTONE ANABOLISM,1
GLYCEROL-3-PHOSPHATE TRANSMEMBRANE TRANSPORT,1
PHOSPHAGEN METABOLIC PROCESS,1
FATTY ACYL COA BIOSYNTHETIC PROCESS,1
COPULATION,1
APOPTOSIS OF MATURE B CELLS,1
MICROTUBULE DESTABILIZATION,1
ANATOMICAL STRUCTURE ARRANGEMENT,1
ALA METABOLISM,1
DNA INTEGRATION,1
B CELL POLARIZATION,1
MEMBRANE EVAGINATION,1
CELL DEDIFFERENTIATION,1
RESPONSE TO IONOMYCIN,1
MYCOSE BIOSYNTHESIS,1
ORGANIC ANION TRANSPORT,1
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT,1
SULFATE ASSIMILATION,1
RNA METABOLIC PROCESS,1
PROTEIN HETEROTETRAMER ASSEMBLY,1
DNA REPLICATION-DEPENDENT NUCLEOSOME ASSEMBLY,1
ACTIVATION OF BIPOLAR CELL GROWTH,1
REGULATION OF ANOIKIS,1
TRANSSULFURATION,1
WATER TRANSPORT,1
PUPAL DEVELOPMENT,1
MEIOSIS I,1
DISTRIBUTION OF MITOCHONDRIA,1
ANABOLIC CARBOHYDRATE METABOLIC PROCESS,1
FC EPSILON RI-DEPENDENT MAST CELL ACTIVATION,1
SWIMMING BEHAVIOR,1
PROANTHOCYANIDIN ANABOLISM,1
MEMORY B CELL DEVELOPMENT,1
IL-11 PRODUCTION,1
FLOWER DEVELOPMENT,1
VITAMIN METABOLIC PROCESS,1
DIAKINESIS,1
BUTANEDIOL ANABOLISM,1
EXPLORATION BEHAVIOR,1
FEAR RESPONSE,1
EPITHELIUM MIGRATION,1
VESICLE FUSION,1
ETHANOL ANABOLISM,1
SEROTONIN TRANSPORT,1
WAX ANABOLISM,1
FLORAL EVOCATION,1
VIRAL BUDDING,1
GHRELIN SECRETION,1
PHOSPHOLIPID HOMEOSTASIS,1
MODULATION BY SYMBIONT OF HOST ERYTHROCYTE AGGREGATION,1
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION,1
HYDROLASE ACTIVATOR,1
POSITIVE REGULATION OF ANAGEN,1
GLUCOSINOLATE ANABOLISM,1
CHOLESTEROL BREAKDOWN,1
RESPONSE TO CHEMICAL,1
POSITIVE REGULATION OF TRANSFERASE ACTIVITY,1
PENTASACCHARIDE TRANSPORT,1
IL-35 PRODUCTION,1
QUERCETIN ANABOLISM,1
MICROTUBULE BUNDLE FORMATION,1
SOMATIC SEX DETERMINATION,1
STARCH METABOLIC PROCESS,1
"DOWN REGULATION OF GENE EXPRESSION, EPIGENETIC",1
ESTABLISHMENT OF RNA LOCALISATION,1
"BETA-1,4-LINKED N-ACETYLGLUCOSAMINE BIOSYNTHESIS",1
ROOT DEVELOPMENT,1
EXPRESSION OF EXTRACELLULAR MATRIX PROTEINS,1
STARTLE RESPONSE,1
PROTEIN AMINO ACID FARNESYLATION,1
SHORT-TERM MEMORY,1
POSITIVE REGULATION BY HOST OF VIRAL PROCESS,1
BONE DEVELOPMENT,1
REGULATION OF POST-TRANSLATIONAL AMINO ACID MODIFICATION,1
REGULATION OF T CELL CHEMOTAXIS,1
RESPONSE TO AUDITORY STIMULUS,1
REGULATION OF ENDOTHELIAL TUBE MORPHOGENESIS,1
DOWN REGULATION OF MYOBLAST FUSION,1
"REGULATION OF 3',5' CAMP-DEPENDENT PROTEIN KINASE ACTIVITY",1
C1157337,1
LDLR BIOSYNTHESIS,1
RAR SIGNALING PATHWAY,1
NEGATIVE REGULATION OF GAMMA-INTERFERON-MEDIATED SIGNALING PATHWAY,1
REGULATION OF CHOLESTEROL TRANSPORTER ACTIVITY,1
REGULATION OF TRANSCRIPTION INVOLVED IN CELL FATE COMMITMENT,1
CELLULAR RESPONSE TO VITAMIN E,1
RESPONSE TO METFORMIN,1
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS,1
NEGATIVE REGULATION OF PANCREATIC STELLATE CELL PROLIFERATION,1
ADENOSINE ANABOLISM,1
ERGOSTEROL ANABOLISM,1
ANAEROBIC GLYCOLYSIS,1
CANONICAL GLYCOLYSIS,1
C1522855,1
C1160062,1
C1372294,1
MYOSIN II FILAMENT ASSEMBLY,1
ANGIOTENSIN MEDIATED VASOCONSTRICTION DURING BLOOD PRESSURE CONTROL,1
ALPHA-BETA T CELL LINEAGE COMMITMENT,1
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY ENDOTHELIN,1
FOREBRAIN RADIAL GLIAL CELL DIFFERENTIATION,1
SAPK SIGNALING PATHWAY,1
POSITIVE REGULATION OF CELL CYCLE CYTOKINESIS,1
NEGATIVE REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY,1
REGULATION OF OSTEOBLAST PROLIFERATION,1
CELL JUNCTION ASSEMBLY,1
ROBO SIGNALING PATHWAY,1
CLEAVAGE FURROW FORMATION,1
APOLIPOPROTEIN A-I-MEDIATED SIGNALING PATHWAY,1
ODONTOGENESIS,1
APICAL JUNCTION ASSEMBLY,1
OSSIFICATION INVOLVED IN BONE MATURATION,1
ESTABLISHMENT OF EPITHELIAL CELL APICAL/BASAL POLARITY,1
GTP METABOLIC PROCESS,1
POSITIVE REGULATION OF AXONOGENESIS,1
CHEMOAVERSION,1
TRABECULA MORPHOGENESIS,1
MITOTIC SPINDLE ASSEMBLY,1
NEGATIVE REGULATION OF OXIDATIVE PHOSPHORYLATION,1
ENDOTHELIAL TUBE LUMEN EXTENSION,1
SKELETAL MUSCLE SATELLITE CELL MIGRATION,1
MITOTIC CLEAVAGE FURROW FORMATION,1
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CONTRACTION,1
REGULATION OF MODIFICATION OF POSTSYNAPTIC ACTIN CYTOSKELETON,1
REGULATION OF NEURAL PRECURSOR CELL PROLIFERATION,1
HEMATOPOIETIC STEM CELL HOMEOSTASIS,1
REGULATION OF MAST CELL DEGRANULATION,1
DOWN REGULATION OF CELLULAR EXTRAVASATION,1
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION,1
REGULATION OF VASCULAR PERMEABILITY,1
DOWN REGULATION OF NEUTROPHIL DEGRANULATION,1
CELL POPULATION HOMEOSTASIS,1
NEUROMUSCULAR PROCESS CONTROLLING BALANCE,1
REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS,1
DEFINITIVE HAEMATOPOIESIS,1
NEGATIVE REGULATION OF RESPIRATORY BURST,1
DOWN-REGULATION OF BLOOD VESSEL REMODELING,1
INTRACELLULAR MEMBRANE TRANSLOCATION OF A PROTEIN,1
B-1 B CELL HOMEOSTASIS,1
2-HYDROXYPROPANOATE METABOLIC PROCESS,1
RESPONSE TO MUSCLE ACTIVITY,1
NEURAL FOLD ELEVATION FORMATION,1
OXYGEN HOMEOSTASIS,1
COLLAGEN METABOLIC PROCESS,1
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS,1
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN MAMMARY GLAND ALVEOLUS DEVELOPMENT,1
IRIS MORPHOGENESIS,1
RETINA VASCULATURE DEVELOPMENT IN CAMERA-TYPE EYE,1
POSITIVE REGULATION OF CHEMOKINE-MEDIATED SIGNALING PATHWAY,1
DOWN REGULATION OF NEURON APOPTOSIS IN RESPONSE TO OXIDATIVE STRESS,1
ACTIVATION OF MITOCHONDRION DEGRADATION,1
REGULATION OF AEROBIC RESPIRATION,1
NEGATIVE REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS,1
CELL FATE DETERMINATION,1
RESPONSE TO BETA-1 INTERFERON,1
DOWN REGULATION OF VIRAL PROTEIN LEVELS IN HOST CELL,1
RENAL TUBULE DEVELOPMENT,1
METANEPHRIC MESENCHYMAL CELL PROLIFERATION INVOLVED IN METANEPHROS DEVELOPMENT,1
METANEPHRIC MESENCHYMAL CELL DIFFERENTIATION,1
NEGATIVE REGULATION OF METANEPHRIC NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION,1
C1154450,1
C1150054,1
LUTEOLYSIS,1
CEREBELLUM STRUCTURAL ORGANISATION,1
CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT,1
"POSTTRANSLATIONAL PROTEIN MEMBRANE TARGETING, TRANSLOCATION",1
DOWN REGULATION OF PROTEIN COMPLEX ASSEMBLY,1
OXIDATIVE PROTEIN FOLDING,1
MAINTENANCE OF PROTEIN LOCALISATION IN ENDOPLASMIC RETICULUM,1
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE; IRE1 SIGNALING,1
ACTIVATING TRANSCRIPTION FACTOR 6 SIGNALING IN UNFOLDED PROTEIN RESPONSE,1
REGULATION OF PROTEIN FOLDING IN ENDOPLASMIC RETICULUM,1
CELLULAR RESPONSE TO ANTIBIOTIC,1
RESPONSE TO EXCESS METAL ION,1
TOXIN TRANSPORT,1
REGULATION OF ACTIVATING TRANSCRIPTION FACTOR 6 SIGNALING IN UNFOLDED PROTEIN RESPONSE,1
REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE; IRE1 SIGNALING,1
DOWN REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE; IRE1 SIGNALING,1
REGULATION OF EIF2AK3-MEDIATED UNFOLDED PROTEIN RESPONSE,1
RESPONSE TO METHAMPHETAMINE HCL,1
RRNA PROCESSING,1
"RNA PHOSPHODIESTER BOND HYDROLYSIS, EXONUCLEOLYTIC",1
C1149348,1
C1372255,1
PEPTIDOLYSIS DURING PROTEIN MATURATION,1
IL-4-MEDIATED SIGNALING PATHWAY,1
MAMMARY GLAND MORPHOGENESIS,1
CELLULAR RESPONSE TO REACTIVE NITROGEN SPECIES,1
REGULATION OF TYPE I IFN PRODUCTION,1
IFIH1 SIGNALING PATHWAY,1
POSITIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY,1
ACTIVATION-INDUCED CELL DEATH,1
PROGRAMMED CELL DEATH BY NECROSIS,1
C1156086,1
REGULATION OF MITOCHONDRION ORGANISATION,1
REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,1
SELECTIVE AUTOPHAGY,1
RESPONSE TO MITOCHONDRIAL DEPOLARISATION,1
PROTEIN LOCALISATION IN PERINUCLEAR REGION OF CYTOPLASM,1
C1157717,1
C1159663,1
C1156158,1
C1160657,1
COLANIC ACID ANABOLISM,1
AUTOTROPHIC CO2 FIXATION,1
COPPER ION TRANSPORT,1
C1326297,1
C1149321,1
HYPOPHYSIS DEVELOPMENT,1
SECRETORY GRANULE ORGANISATION,1
RESPONSE TO GLUCAGON,1
CHEMOTAXIS TO ARACHIDONIC ACID,1
POSITIVE REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT,1
REGULATION OF GLIAL CELL PROLIFERATION,1
LUNG SACCULAR DEVELOPMENT,1
MEMBRANOUS PNEUMOCYTE DIFFERENTIATION,1
CELLULAR RESPONSE TO ZINC,1
CELLULAR RESPONSE TO FATTY ACID,1
RESPONSE TO L-GLUTAMATE,1
C1523014,1
C1326520,1
C1160179,1
D-LOOP DISSOCIATION,1
"BASE-EXCISION REPAIR, BASE-FREE SUGAR-PHOSPHATE REMOVAL",1
"RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC",1
TELOMERE MAINTENANCE VIA BASE-EXCISION REPAIR,1
DOWN REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION,1
C1511460,1
DOWN REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN,1
PLACENTA BLOOD VESSEL DEVELOPMENT,1
TROPHOBLAST GIANT CELL DIFFERENTIATION,1
FEVER GENERATION,1
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY,1
NEGATIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT,1
SMOOTH MUSCLE ADAPTATION,1
POSITIVE REGULATION OF GM-CSF PRODUCTION,1
POSITIVE REGULATION OF MYOSIN LIGHT CHAIN KINASE ACTIVITY,1
DOWN REGULATION OF LIPID METABOLIC PROCESS,1
HOST REGULATION OF ANTIVIRAL RESPONSE,1
DOWN REGULATION OF SYNAPTIC TRANSMISSION,1
POSITIVE REGULATION OF LIPID BREAKDOWN,1
POSITIVE REGULATION OF CELL ADHESION MOLECULE PRODUCTION,1
DOWN REGULATION OF ADIPONECTIN SECRETION,1
CELLULAR RESPONSE TO ORGANIC SUBSTANCE,1
POSITIVE REGULATION OF RNA ANABOLISM,1
POSITIVE REGULATION OF T-HELPER 1 CELL CYTOKINE PRODUCTION,1
C1160630,1
MEGAKARYOCYTE CELL DIFFERENTIATION,1
CELLULAR SPORE FORMATION BY SPORULATION,1
ERYTHROCYTE MATURATION,1
CELLULAR HOG RESPONSE,1
RESPONSE TO DEXAMETHASONE,1
DOWN REGULATION OF ERYTHROCYTE APOPTOTIC PROCESS,1
REGULATION OF TRANSLATIONAL INITIATION,1
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS,1
C1158583,1
C1150023,1
C1158025,1
C1157122,1
ADENOSINE METABOLIC PROCESS,1
TROPHECTODERM CELL DIFFERENTIATION,1
POSITIVE REGULATION OF GERMINAL CENTER FORMATION,1
DOWN REGULATION OF LEUKOCYTE MIGRATION,1
DOWN REGULATION OF MATURE B CELL APOPTOSIS,1
DEOXYADENOSINE BREAKDOWN,1
PURINE RIBONUCLEOSIDE MONOPHOSPHATE ANABOLISM,1
POSITIVE REGULATION OF HEART RATE,1
PURINE NUCLEOTIDE SALVAGE,1
POSITIVE REGULATION OF T CELL DEVELOPMENT IN THYMUS,1
REGULATION OF CELL-CELL ADHESION MEDIATED BY INTEGRIN,1
"DOWN REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, NON-REM SLEEP",1
PURINE SALVAGE,1
HYPOXANTHINE SALVAGE,1
DATP BREAKDOWN,1
XANTHINE ANABOLISM,1
GALT DEVELOPMENT,1
NEGATIVE REGULATION OF PENILE ERECTION,1
NEGATIVE REGULATION OF MUCUS PRODUCTION,1
C1136182,1
C1323383,1
C1565556,1
POSITIVE REGULATION OF ANTIBODY DEPENDENT CELL DEATH,1
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB,1
"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-INDEPENDENT",1
"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT",1
NATURAL KILLER CELL TOLERANCE INDUCTION,1
REGULATION OF NATURAL KILLER CELL ACTIVITY,1
POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVITY,1
POSITIVE REGULATION OF NATURAL KILLER CELL CYTOKINE PRODUCTION,1
POSITIVE REGULATION OF TRAIL PRODUCTION,1
POSITIVE REGULATION OF NATURAL KILLER CELL PROLIFERATION,1
"CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION",1
PROTECTION FROM NATURAL KILLER CELL MEDIATED CELL DEATH,1
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED CELL DEATH,1
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL PROLIFERATION",1
"POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION",1
C1326630,1
C1149970,1
TRAIL-ACTIVATED APOPTOTIC SIGNALING PATHWAY,1
AMINE METABOLIC PROCESS,1
CELL-CELL ADHESION IN RESPONSE TO EXTRACELLULAR STIMULUS,1
C1523325,1
REGULATION OF PROTEIN SUMOYLATION,1
CIRCADIAN REGULATION OF BODY TEMPERATURE,1
CELLULAR RESPONSE TO HEPARIN,1
CELLULAR RESPONSE TO MYCOPHENOLATE,1
GLOMERULAR MESANGIAL CELL PROLIFERATION,1
POSITIVE REGULATION OF GLOMERULAR METANEPHRIC MESANGIAL CELL PROLIFERATION,1
CELLULAR RESPONSE TO IL-8,1
ACTIVATION OF CDK5/P20,1
REGULATION OF PROGESTERONE ANABOLISM,1
DC HOMEOSTASIS,1
LUNG GROWTH,1
RESPONSE TO SILICA,1
"REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, SLEEP",1
ENDOTHELIUM DEVELOPMENT,1
MESANGIAL CELL-MATRIX ADHESION,1
POSITIVE REGULATION OF ODONTOGENESIS,1
HEMATOPOIETIC STEM CELL PROLIFERATION,1
EXTRACELLULAR EXOSOME ASSEMBLY,1
GLOMERULAR ENDOTHELIUM DEVELOPMENT,1
METANEPHRIC GLOMERULAR MESANGIAL CELL DIFFERENTIATION,1
DOWN REGULATION OF CELLULAR RESPONSE TO HEAT,1
DOWN REGULATION OF CELLULAR RESPONSE TO HYPOXIA,1
POSITIVE REGULATION OF GDNF SECRETION,1
POSITIVE REGULATION OF VASCULAR MORPHOGENESIS,1
MALE SEX DETERMINATION,1
EMBRYONIC AXIS DETERMINATION,1
CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION,1
DEUTEROSTOMIC GASTRULATION,1
ENDODERM CELL FATE COMMITMENT,1
NEURAL PLATE DEVELOPMENT,1
LENS MORPHOGENESIS,1
REGULATION OF SECOND HEART FIELD CARDIOBLAST PROLIFERATION,1
METANEPHROS MORPHOGENESIS,1
ECTODERM DEVELOPMENT,1
GLIAL CELL FATE DETERMINATION,1
ANTERIOR/POSTERIOR AXIS DETERMINATION,1
DORSAL-VENTRAL AXIS SPECIFICATION,1
PROXIMAL/DISTAL PATTERN FORMATION,1
POSITIVE REGULATION OF HEPARAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS,1
CEREBRAL CORTEX LAMINATION,1
CENTRAL NERVOUS SYSTEM VASCULOGENESIS,1
MALE GENITAL DEVELOPMENT,1
HINDBRAIN DEVELOPMENT,1
REGULATION OF CENTRIOLE-CENTRIOLE COHESION,1
PANCREAS DEVELOPMENT,1
ADHERENS JUNCTION ASSEMBLY,1
PROTEIN LOCALISATION AT CELL SURFACE,1
EMBRYONIC HEART TUBE DEVELOPMENT,1
GENITAL MORPHOGENESIS,1
EMBRYONIC FORELIMB MORPHOGENESIS,1
HAIR CELL DIFFERENTIATION,1
EMBRYONIC SKELETAL LIMB JOINT MORPHOGENESIS,1
ASTROCYTE-DOPAMINERGIC NEURON CELL SIGNALING,1
REGULATION OF T CELL PROLIFERATION,1
CANONICAL WNT RECEPTOR SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,1
CANONICAL WNT RECEPTOR SIGNALING PATHWAY INVOLVED IN NEGATIVE REGULATION OF APOPTOTIC PROCESS,1
POSITIVE REGULATION OF FGF RECEPTOR SIGNALING PATHWAY,1
DOWN REGULATION OF PROGRESSION THROUGH EMBRYONIC MITOTIC CELL CYCLE,1
CHROMATIN-MEDIATED MAINTENANCE OF TRANSCRIPTION,1
SYNAPTIC VESICLE FISSION,1
POSITIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT,1
REGULATION OF SMC PROLIFERATION,1
NONSTRIATED MUSCLE CELL DIFFERENTIATION,1
EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS,1
LUNG CELL DIFFERENTIATION,1
REGULATION OF CANONICAL WNT RECEPTOR SIGNALING PATHWAY,1
MESENCHYMAL CELL PROLIFERATION INVOLVED IN LUNG DEVELOPMENT,1
CANONICAL WNT RECEPTOR SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF CARDIAC OUTFLOW TRACT CELL PROLIFERATION,1
SYMPATHETIC GANGLIA DEVELOPMENT,1
CRANIAL GANGLIA DEVELOPMENT,1
REGULATION OF CENTROMERIC SISTER CHROMATID COHESION,1
NEPHRON EPITHELIUM FORMATION,1
INNER RENAL MEDULLA DEVELOPMENT,1
OUTER RENAL MEDULLA DEVELOPMENT,1
NEPHRON TUBULE FORMATION,1
REGULATION OF NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION,1
SYNAPTIC VESICLE CLUSTERING,1
DOWN REGULATION OF NEURON DEATH IN RESPONSE TO OXIDATIVE STRESS,1
POSITIVE REGULATION OF CHROMATIN-MEDIATED MAINTENANCE OF TRANSCRIPTION,1
REGULATION OF EUCHROMATIN BINDING,1
APC-AXIN-1-BETA-CATENIN COMPLEX DISASSEMBLY,1
CRANIAL SKELETAL SYSTEM DEVELOPMENT,1
DA NEUROGENESIS FROM MIDBRAIN FLOOR PLATE,1
CANONICAL WNT RECEPTOR SIGNALING PATHWAY INVOLVED IN DA NEUROGENESIS FROM MIDBRAIN FLOOR PLATE,1
NEURON PROCESS EXTENSION,1
EMBRYONIC BRAIN DEVELOPMENT,1
DORSAL ROOT GANGLION DEVELOPMENT,1
POSITIVE REGULATION OF DETERMINATION OF ADAXIAL IDENTITY,1
"POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, INITIATION",1
RESPONSE TO LIPOTEICHOIC ACID,1
POSITIVE REGULATION OF FRIZZLED SIGNALING PATHWAY,1
CENTRAL NERVOUS SYSTEM MYELIN FORMATION,1
POSITIVE REGULATION OF IL-18 PRODUCTION,1
TLR2 SIGNALING PATHWAY,1
DETECTION OF TRIACYL BACTERIAL LIPOPEPTIDE,1
DETECTION OF DIACYL BACTERIAL LIPOPEPTIDE,1
NITRIC OXIDE METABOLIC PROCESS,1
DOWN REGULATION OF SYNAPSE ASSEMBLY,1
CELLULAR RESPONSE TO BACTERIAL LIPOPEPTIDE,1
CELLULAR EXTRAVASATION,1
C1325304,1
C1516272,1
INTESTINAL STEM CELL HOMEOSTASIS,1
RESPONSE TO XENOBIOTIC STIMULUS,1
REGULATION OF B CELL PROLIFERATION,1
"CELLULAR RESPONSE TO 2,3,7,8-TETRACHLORODIBENZODIOXINE",1
C1149454,1
OSTEOBLAST DEVELOPMENT,1
